,Lyrics,Show,Song Name
32,"Background voices: A, B, C, D, E, F, G,
H, I, J, K, L, M, N, O, P,
Q, R, S,
T, U, V,
W, X, Y, Z!
Alphabet jungle
Alphabet jungle
Alphabet jungle
Let me take you to the
Alphabet jungle
Follow me from A to Z Little girl: A is swinging like an ape
B gives a big bad roar
C is swimming by a crocodile
Wait, there's a whole lot more! D takes a dive
E's getting splashed
By an elephant and his trunk
F and G stepped into quicksand
Now they're really sunk! H is hungry as a hippo
I is swatting flies
J and K are playing jumping jacks
Underneath the jungle skies L is lounging by the river
M's melting from the heat
The letter N comes out at night
And dances to the jungle beat O is riding on an ostrich
P leads a parrot parade
Q got crushed by a rhinoceros
And R is running away The letter S is really scared
Because of what it sees:
A t-t-t-t-t-tarantula
Is crawling 'cross the T's! The letter U's unusual
It likes to hang around
V points the way to the waterfall
Where the W's are sliding down X marks the spot where a treasure chest
Of Y's lies patiently
And right behind that zebra
Is a snoring letter Z Background voices: Alphabet jungle
Alphabet jungle",Sesame Street,Sesame Street Alphabet Jungle lyrics
33,"Narrator: While fishing for dinner one day,
a boy caught a big letter A.
He then caught a B,
a C, D, and E,
and an F, G, H, I, J and K. Unhappy, the boy sat and thought-- Boy: I can't eat these letters I caught!
I must catch some fish
to fill up my dish [holds up an empty bowl],
or my whole afternoon is for naught! Narrator: But as soon as his hook hit the sea,
he caught L, M, N, O and P
and a Q, R, S, T
and a U and a V
and a W, X, Y and Z. [Boy throws letters onto a huge pile as he catches them] Now hungry, he stared at the group.
Then suddenly, grabbing a scoop [Boy runs off-screen and returns with a ladle] he had a bright notion
and cooked up a potion [cut to Boy standing next to large pot on a fire, filled with letters; Boy holds a bowl filled with more letters in his hand] and feasted on alphabet soup.",Sesame Street,Sesame Street Alphabet Soup lyrics
34,"A black girl runs up and down a hallway filled with doors.
The animated effect on the doors has letters floating behind them all.
On the last line, she finds a door with one letter on it, reads it and then opens it to begin her latest adventure.
Short and sweet but I've had a LOT of requests for it.) Doorways up and down the hall
Wonder what's behind them all?
Doors that lead to anywhere
Got to A, B, C what's there
Got to A, B, C, Decide
Where's the door I haven't tried?
A, B, C, D, East and West
Going on an Alphaquest!",Sesame Street,Sesame Street Alphaquest lyrics
35,"spoken: Animal Department Store, elevator going down!
( the same voice says the parts in brackets ) A kitty and a cat with mittens brand new
Got into an elevator (top floor)
Then there were two
1, 2 ! Two little animals feeling carefree
A bull came from market
Then there were three
1, 2, 3 ! Three little animals waiting to arrive
In came a mule and a mare
And then there were five
1, 2, 3, 4, 5 ! Five little animals acting sedate
The Doggy family joined them
And then there were eight
1, 2, 3, 4, 5, 6, 7, 8 ! Eight little animals standing in a line
Shep the sheep sauntered in
And then there were nine
1, 2, 3, 4, 5, 6, 7, 8, 9 ! Nine little animals waiting yet again
Mr. Hog got on
And then there were ten
1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ! Ten little animals, the ride's all done
Left the elevator empty (ground floor)
Then there were none",Sesame Street,Sesame Street Animal Department Store lyrics
36,"Kid: How much for the car?
Man: Fifty bucks.
Kid: Will you fix the fenders, light and stuff?
Man: See that sign? It says AS IS. That means you get it exactly the way you see it--AS IS. Fifty bucks, and it's yours.
Kid: Five dollars.
Man: Thirty-five.
Kid: Ten.
Man: Thirty.
Kid: Fifteen.
Man. Sold!
At that, the car promptly falls to pieces.
Kid: I want it AS WAS!",Sesame Street,Sesame Street As Is lyrics
37,"Now Billie Bob asked Betty Lou to go out for a ride
Said he'd come on over, wait for him outside
Well somehow she forgot to ask some more about this ride
Or you can bet that Betty Lou would sure have stayed inside Ooooh, ya gotta ask some questions
That's how you get to know
If you'll be riding in a car, or on a buffalo
Ooooh, ya gotta ask some questions
Whenever there's a doubt
That you're wondering about
Ask and find out Now Jimmy's sister, Mary Joe, brought home this little gift
And without asking questions, Jim opened it real quick
He ripped up all the wrappings and he looked inside and then
Then suddenly he got the drift, the gift was not for him Ooooh, ya gotta ask some questions
Or you might get upset
That the gift you thought was yours
Was really for your pet
Ooooh, ya gotta ask some questions
Whenever there's a doubt
That you're wondering about
Ask and find out Barry called Samantha Sue and said ""Samantha, Hi,
Can me and a few friends just kinda drop on by?""
Samantha, who's a friend of sorts and seemed quite content
And then she got to wishing, she'd asked just how few he meant Ooooh, ya gotta ask some questions
'Cause that's the way you see
If you've planned for just two friends, or planned for twenty-three
Ooooh, ya gotta ask some questions
Whenever there's a doubt
That you're wondering about
Ask and find out
Whenever there's a doubt
That you're wondering about
Ask and find out Spoken:
Hey! Does anybody got any questions?
(sounds of ""No"", ""Not me"" etc)
In that case, I'll just go on home",Sesame Street,Sesame Street Ask Some Questions lyrics
38,"B is for bubble
Bubble, bubble, bubble
B is for bubble
Bubble, bubble, bubble
B is for bubble and bubblegum
And B is for brother who brought you some
And B is better than any letter for bubblegum Repeat as a round",Sesame Street,Sesame Street B Is For Bubble lyrics
39,"B or not a B?
That is the question.
Whether 'tis the second letter of the alphabet, or some other merry letter.
(He raises the letter B and gazes upon it)
B or not a B?
This letter doth have a stiff, straight back.
And the word ""back"" begineth with B!
B or not a B?
This letter doth have two bumps in the front.
And I reckon the word ""bump"" begineth with B!
Zoons, the word ""begineth"" begineth with B!
If ""begineth"" be a word.
Now, by my sword, I declare, B or not a B, 'tis B!
Good night, sweet B.
(He kisses the lucky letter B!)",Sesame Street,Sesame Street B Or Not A B lyrics
40,"Baby Fats: My Mama said Mama: Hey baby!
Gotta get that blanket clean Baby Fats: And then she threw my blankie
In the big old washing machine
Now my blankie's in the washer
And I got the Baby Blankie Blues Baby Chorus (two babies that pop up behind Baby Fats): Waaa waaa waaa waaa Mama: Yeah, yeah Baby Fats: I said my blankie's in the washer
And I got the Baby Blankie Blues Baby Chorus: Waaa waaa waaa waaa Baby Fats: A baby can get cranky
All alone without his blankie
Oh, I got the Baby Blankie Blues Mama: Bluuuuues Baby Fats: I hear the washer stop
My blankie must be clean!
But then my Mama throws it
In the big old drying machine
Now my blankie's in the dryer
And I got the Baby Blankie Blues Baby Chorus: Waaa waaa waaa waaa Baby Fats: I said my blankie's in the dryer
And I got the Baby Blankie Blues Baby Chorus: Waaa waaa waaa waaa Baby Fats: Don't mean to be a crier
But my blankie's in the dryer!
And I got the Baby Blankie Blues
Don't know if I can take it
I'm fussy as can be Mama: Here, honey Baby Fats: Look, my Mama's handing
My blankie back to me!
Now I got my blankie back
And my Baby Blankie Blues are gone Baby Chorus: Gaaa gaaa gaaa gaaa Mama: Bye-byeeee! Baby Fats: I said I got my blankie back
And my Baby Blankie Blues are gone Baby Chorus: Gooo gooo gooo gooo Baby Fats: Man, I should be napping
But I just feel like clapping
'Cause my Baby Blankie Blues are gone
Now say ""bye-bye"" Mama: Yeah! Baby Fats: To those Baby Blankie Bluuuues Mama: Oh yeah, bye-byyyyye Baby Chorus: Bye-byyyyye",Sesame Street,Sesame Street Baby Blankie Blues lyrics
41,"(spoken)
Elmo: Oh, hello everybody! Well, guess what? We're gonna sing a silly song about a silly cow - Telly: And a silly duck! Ready, cow? Elmo: Ready, duck! (they laugh, music starts, they start singing) Telly: I remember the first word I said
Mom was putting me to bed
And as she kissed me on my brow
I said something I picked up from a cow
I said ""MOO!"" Elmo: ""Moo?"" Telly: Yes indeed, I said ""moo!"" Elmo: Moo, moo! Telly: Other ducks started gawking
Mom said, ""At least you're talking.""
Then she said, ""Baby, say it loud,
Say it loud, 'cause I feel proud.""
I said, ""Moo, moo, moo!"" Telly & Elmo: Moo, moo, moo! Elmo: Elmo remembers the first word he said
Mother Goose was being read
And then as Dad got to the end
Elmo said something he learned from a friend
Elmo said ""Quack!"" Telly: ""Quack?"" Elmo: Yes indeed, he said ""Quack!"" Telly: Quack, quack! Elmo: Dad felt very lucky
Though his cow spoke like a ducky
Then he said, ""Baby, say it loud"",
Say it loud, 'cause he feels proud.
Elmo said, ""Quack, quack, quack!"" Telly & Elmo: Quack, quack, quack!
I remember the day that we met
We got close as friends could get
And there inside the barnyard shack Telly: I taught you how to moo Elmo: Elmo taught you how to quack!
Moo, moo! Telly: Quack, quack! Elmo: MOOOOOOOOO! Telly: Quack quack quack quack quack Telly & Elmo: Then we danced a little jig
And taught the little pig
And we said, ""Baby, say it loud,
Say it loud, 'cause he feels proud.""
We said, ""Oink, oink, oink!""
Oink, oink, oink! Telly: We said, ""Say it loud!"" Elmo: We said it loud Telly & Elmo: Say it loud...
'Cause we feel proud! Elmo: Hey, Duck! Telly: Yeah, Cow? Elmo: Let's talk Turkey! Telly & Elmo: Gobble gobble gobble gobble gobble...",Sesame Street,"Sesame Street Baby, Say It Loud! lyrics"
42,,Sesame Street,Sesame Street Bats In My Belfry lyrics
43,"A is for alligator
B is for bayou
C is for cyprus trees
D is the dew
E is for everything like
F ferns or
G grass that's
H home to you
I is for insects
J for juniper
K kelp
L log
M is the moon
N is noontime
O is for otter
P for possum he'll be sleeping soon
Q is quicksand that's very tricky
R rushes
S snakes
T tar that gets you sticky
U is the universe that's
V vast and
W wide
X marks the spot where I love to hide
Y is the yellow bird that sings so sweet
which brings me back to
Z and now my alphabet's complete
in the swamp...oooh ooh A alligator
B bayou
C cyprus trees
D dew
E for everything like
F ferns
G grass
H home to you
I insects
J juniper
K kelp
L log
M is the moon
N noontime
O for otter
P the possum who'll be sleeping soon
Q is quicksand that's very tricky 'member?
R rushes
S snakes
T tar that gets you sticky
U is the universe that's
V vast and
W wide
X marks the spot where I love to hide
Y is the yellow bird that sings so sweet
which brings me back to
Z and now my alphabet's complete
in the swamp...oooh ooh
ribbet, ribbet, ooh, ooh, ribbet, ribbet, ribbet, ribbet",Sesame Street,Sesame Street Bayou Alphabet lyrics
44,"D, D, D, D
Doowa, doowa
D, D, D, D
Doowa, doowa
Oh D, oh D
Won't you be my special D
Oooo, oooo, oooo
Oh D, oh D
Won't you be my special D When you're near me I'm delighted
When you leave me I'm depressed
That's why I've decided
I want you to be my special D
Oooo, oooo, oooo
Oh D, oh D
Won't you be my special D
Oooo, oooo, oooo D, D, D, D
Doowa, devine
Be mine, be mine Without you there'd be no doll
No dew, no day
And no dreams
Oh D, oh D
Won't you be my special D
Oooo, oooo, oooo D, D, D, D
Doowa, doowa
D, D, D, D
Doowa, doowa
D, D, D, D
Doowa, doowa
D, D, D, D
Doowa, doowa
D, D, D, D [fade away]",Sesame Street,Sesame Street Be My D lyrics
45,"Beedly-doo dee doo dee doo dee doo dee doo dee doo
Elmo knows a little secret for whenever things go wrong
It makes you feel much better when a bad day comes along
Just take a breath, lift up your head, and stand up tall and strong
Let out a big Be Doodle, as you sing this little song Oh Bedoodly-dum, bedoodly-dum, bedoodly-dum-dee-ay,
Bedoodly-dum, bedoodly-dum, it's such a good thing to say
Bedoodly-dum, bedoodly-dum, makes sad things go away
Bedoodly-dum, bedoodly-dum, bedoodly-dum-dee-ay Da da da da da da da
It's so easy, you can do it almost anywhere at all
Be-doodle in the kitchen, or be-doodle in the hall
Be-doodle in your bathtub, or be-doodle on the phone
Be-doodle with a marching band, or doodle all alone Oh Bedoodly-dum, bedoodly-dum, bedoodly-dum-dee-ay
Bedoodly-dum, bedoodly-dum, it's such a good thing to say
Bedoodly-dum, bedoodly-dum, makes sad things go away
Bedoodly-dum, bedoodly-dum, bedoodly-dum-dee-ay Da da da da da da da,
Elmo woke up feeling grouchy, he was grumpy as a bear
He tried to find some niceness, but his niceness wasn't there
But quickly he remembered what to do when things go wrong
He let out a big Be Doodle, and stayed happy all day long! Oh
Bedoodly-dum, bedoodly-dum, bedoodly-dum-dee-ay
Bedoodly-dum, bedoodly-dum, an excellent thing to say
Bedoodly-dum, bedoodly-dum, makes sad things go away
Bedoodly-dum, bedoodly-dum, bedoodly-dum-dee-ay
Bedoodly-deedly-didly-dodly-doodly-dum-dee-ay!",Sesame Street,Sesame Street Be-doodle lyrics
46,"Muppet #1 (sung): If it says one, then I go beep.
If it says two, then I go beep beep.
If it says three, then I go beep beep beep.
And that's the way it's done.
Muppet #2 (spoken): Yeah, but what if it says four?
Muppet #1 (sung): I go beep beep beep beep, nothing more.
Muppet #2 (spoken): But what if it says more than four?
Muppet #1 (sung really fast): Then I go Beepbeepbeepbeepbeepbeepbeep-
(into incomprehension, and screen fills up with circles)
Muppet #2 (spoken): Like what if it says forty-six?
Muppet #1 (sung really fast again): Then I go Beepbeepbeepbeepbeepbeepbeep- (into more incomprehension,
and the screen fills up with forty-six circles)
(sung at normal speed)
Now, I used to get confused about my numbers,
Whether it was three or one or four or two.
But now I find my numbers very easy, 'Cause this is what I do ...
If it says one, then I go beep.
If it says two, then I go beep beep.
If it says three, then I go beep beep beep.
And that's the way it's done.
Muppet #2 (spoken): Yeah, but what if it says four?
Muppet #1 (sung): I go beep beep beep beep, nothing more.
Muppet #2 (spoken): So when it says one, you go Beep
(and so on, repeating all the verses)
Muppet #2 (spoken): But what if it says three million,
seven hundred forty-six thousand, nine hundred eighty-two?
Muppet #1 (spoken): That's easy, man.
(sung really fast): Then I go Beepbeepbeepbeepbeepbeepbeep-
(into still more incomprehension,
and screen fills up with still more circles.
I think this is one of those places where they're different
sizes and colors. I'm not sure what lines come next,
if any. Then, at the end:)
Both: Beep beep beep beep, beep beep beep!",Sesame Street,Sesame Street Beep lyrics
47,"This is the very beginning
This is the once upon a time
Somebody's starting something
These are the opening lines ""Seymour is waking up
He's wearing striped pajamas
He's jumping out of bed all smiles, he yells
'This is the beginning!' "" Yes every story has a beginning, middle and an end
And when it's over we can go back and tell it all again
Yes every story has a beginning annnnnnnd.... This is the middle of the story
Here's where we get to the meat
Somebody's up to something
We're on the edge of our seats ""Seymour looks out the window
He waves to Mrs. Fazzini
He catches a ride on a friendly pterodactyl
He shouts
'This must be the middle!' "" Yes every story has a beginning, middle and an end
And when it's over we can go back and tell it all again
Yes every story has a beginning, middle annnnnnnd.... This is the end of the story
This is the how it all worked out
Somebody winds up somewhere
This is the what it's all about ""Seymour flys way back in time
He goes in to visit with some cavemen
He runs a very successful frozen yoghurt stand
He says
'It's a happy ending!' "" Yes every story has a beginning, middle and an end
And when it's over we can go back and tell it all again
Yes every story has a beginning, middle annnnnnnd....
An end",Sesame Street,"Sesame Street Beginning, Middle And An End lyrics"
48,"Boy: I think I'm lost.
(He comes to a house with a face. It flashes a bunch of colors for a moment and makes a strange sound.)
Boy: I'm lost, I know it. I'm really lost.
(He passes more stuff, including a fountain with bird heads that spew water and tilt up, then down.)
Boy: I don't like it here. I must really be lost good. (A mysterious man with a yo-yo suddenly appears in front of him.) Wow!
Yo-Yo Man: How'd you get here?
Boy (turning his head away from the man to think): Well, let's see. First I passed the street clock, then I passed the plastic house, then I passed the animal fountain ... (Man takes on each form as the boy names it, but the boy doesn't see. Then he changes back to his original shape, and the boy turns back to him.)
Boy: ... and then you came along. Can you help me get unlost?
Yo-Yo Man: Well, you should figure it out for yourself, little guy, but I'll give you a hint.
Boy: Oh, thank you!
Yo-Yo Man: Try to remember everything you passed. But when you go back, make the first thing the last. Ha ha! (The background sucks him up, yo-yo last.)
Boy: Wow!
Yo-Yo Man's Voice: Yeah!
Boy: Try to remember everything I passed. But when I go back, make the first thing the last. I get it! I just go back past all those weird things again until I'm home. That's it! (Begins pedaling in the opposite direction, passing the things he saw and some others besides. Among them is a hippo in a dress and bonnet, sitting on the ground and holding a flower. As the boy rides, a voice sings these words.)
Voice: Behind your face There is a place That's called your brains or your mind. If you could sneak a peek inside, Oh, what wonderful things you'd find!
(Boy comes to a building, parks his bike next to it, and goes through door.)
Boy: Hi, Mom! Boy, was I lost! (Door closes.)",Sesame Street,Sesame Street Behind Your Face lyrics
49,"[Garrotines! Kermit the Frog herr, anda todas Od lij to tela o a lit bit abat the color gran. Do o kanes hatos gran? [ci msica] Ella I ama foro ee hongo. You ese, fragosa are gran, anda I'm a freg. And hato menas I'm gran, o se?] It's nota hato ensay beb' gran
Hanega to sopeando ech ay the color uf the laves
When I tahea ita coluda be nacer bingo red ora yelmo ora golf
Ora something mucha more clorofila lij tato It's nota ensay beb' gran
Ita semis o blenda ion with so mana otear ordear tinges
And propal tend to pases o ov 'cause oir
Nota sandunga or lij flashy separables ion the ter
Ora saturas ion the sayo Bruto graneas the color uf Pring
And gran can be col anda frindola-lij
And gran can be biga lij Ana ocano
Ora importante lij a montaa
Ora talle lij a tore When grea os all tejer os to be
Ita coluda maj o pondr hay
Bruto hay pondr, hay pondr?
I ama gran anda til do fine
It's beatific!
And I tahea itas what I Gante to be",Sesame Street,Sesame Street Bein' Green lyrics
50,"Oh what a joy
Watching life passing by and
Being a pig What could compare
To a home in a sty and
Being a pig Days are sunny and rosy
Things are comfy and cozy
With all the piggies around
What greater joy could be found Wallow awhile
In the mud that's my style
And being a pig Slurping that slop
Hey to me that's the top
And being a pig And when Mama is able
She sets a fine table
We gather around for a treat
And wow do we eat! And when the night has come creeping
In the barn we go sleeping
Who would know that pleasure gets this big!
Being a pig
Being a pig
Being a pig Goodnight",Sesame Street,Sesame Street Being A Pig lyrics
51,"Oh you can be what you want to be,
See what you want to see,
Believe in yourself,
Believe in yourself. Go where you want to go,
Do what you want to do
Believe in yourself,
Believe in yourself. Some folks try to tell you there are things you shouldn't do
You're not strong enough or smart enough at all,
But what seems right to them quite often
Might be wrong for you,
So be sure you try to climb
Before you get too scared you fall. Oh, you can be what you want to be,
Learn what you want to learn,
Believe in yourself,
Believe in yourself. Try what you need to try,
No one should question why,
Believe in yourself,
Believe in yourself. Folks may say you're different,
That you've gone and lost your senses,
But the world is yours to walk in,
Go ahead and leap the fences. And you'll see,
Believe in yourself
And the world belongs to you and me",Sesame Street,Sesame Street Believe In Yourself lyrics
52,"Bert (writing a letter with a pencil): ""Dear Mister Rogers, I wish you would send me ...""
Ernie (entering): Boy, it's a hot one today, Bert! (Bert doesn't answer) Bert? Oh, he's writing a letter. I won't bother him. (Louder) I won't bother you, Bert! (Bert looks up, sighs, and continues writing) I'll just get the electric fan and turn on some cool air. (Gets the fan and turns it on) Oh, there, that's better. (Pause) If some cool air feels good, I'll bet more cool air would feel even better. (Turns it on higher; it's starting to get really breezy now!) Oh, the more air this fan blows, the cooler I feel. I bet if I turned it on all the way, it'd get really cool! (Does so, and papers start blowing around everywhere.) Oh, wow!
Bert: Ernie! The fan! Turn it off!
Ernie: What's that, Bert?
Bert: Turn the fan off!
Ernie: I can't hear you, Bert!
Bert: I said, TURN THE FAN OFF!
Ernie: TURN THE FAN OFF?
Bert: TURN THE FAN OFF!
Ernie: Oh, okay. (Turns it off)
Bert: Ernie ...
Ernie: Yes, Bert?
Bert: WHY ARE YOU DOING THIS? I HAVE BEEN SITTING OVER THERE, TRYING TO WRITE A LETTER, AND ALL YOU DO IS BOTHER ME WITH THAT FAN! I AM SO HOT AND BOTHERED!
Ernie: You're hot and bothered, Bert?
Bert: YES, I AM HOT AND BOTHERED!
Ernie: Oh, I have just the thing for someone who's hot and bothered.
Bert: What's that?
Ernie: Cool air, Bert! (Turns the fan on all the way. Papers blow around, and Bert starts yelling.)",Sesame Street,Sesame Street Bert And Ernie And The Fan lyrics
53,"Bert: Ernie .... Ernie .... Ernie, I'm tired of that program .... Ernie, we've been watching television all day [or for several hours?] and I'd like to play a record now .... Ernie?
Ernie: Shh, Bert! Keep it down, I'm trying to watch television.
Bert: Okay, smart guy, you watch your ol' TV. I'm going to play a record anyway.
[Bert promptly marches back to the record player, starts playing jazzy music and dancing to it. Note: the TV, record player, etc., are continuous throughout the arguement.]
Ernie: Bert?! BERT! Hey, I can't hear the television! [No response] Bert?! Okay, if that's the way you want to be about it .... [he goes over the radio, turns it on loudly, starts humming along] (This is where I get lost, as there is so much noise to hear either clearly.)
Bert: Ernie! Alright Ernie! [whereupon he runs over to the blender and turns that on] Alright, HERE!
[By now the place is full of noise.]
Ernie: OH YEAH?!
Bert: YEAH! YOU LIKE IT??!
Ernie: OH YEAH!!
(POOOOOOOOF! All the lights go out, the sounds quit, we see only Ernie & Bert's eyes floating in the total blackness.)
Bert: Well now, look, you blew a fuse.
Ernie: Oh yeah, well it was your idea turning on the dumb mixer.
Bert: (resignedly, after a pause) Look, .... Ernie .... how about you go around and turn off all that stuff we turned on, and I will ... I'll go and try to fix the fuse. [Bert's eyes wander off. Ernie's eyes go all over as he steps from switch to switch, snapping each off with a loud CLICK.]
Ernie: Okay .... first there's the mixer (or radio?) ..... then there's the radio (or mixer?) ..... over here, okay, over here the television .... and one more, back there--the phonograph! Yeah .... that's got 'em .... yeah ....
(Suddenly the lights go back on, Bert returns. He and Ernie start playing cards during the following dialogue:)
Bert: Look, Ernie, I'm--I'm sorry about playing a record while you were watching TV ...
Ernie: Yeah, well I'm sorry about turning on the radio ...
Bert: Well, and I'm sorry about turning on the blender ...
Ernie: Yeah, and I'm sorry, I shouldn't be watching so much television ...
Bert: Well, we really shouldn't be doing stuff like that anyway ...
Ernie: Yeah, we really shouldn't, after all ....
[fade out]",Sesame Street,Sesame Street Bert And Ernie's Blackout lyrics
54,"Ernie: Bert? Bert, it's dark.
Bert (rolls over): Ernie, did you wake me up just to tell me it's dark?
Ernie: Yeah, Bert, it's really dark.
Bert: Well, of course it's dark, Ernie. It's supposed to be dark. It's night out.
Ernie: No, Bert, I mean it's really dark. (Goes to the window.) See, the lights are all out on Sesame Street.
Bert (goes to the window): Hey, you're right, Ernie, it's really dark. I wonder why it's so dark ... Oh, I know what it is.
Ernie: Why is it so dark, Bert?
Bert: It's probably a blackout.
Ernie: Well, what's a blackout, Bert?
Bert: Well ... well, that's when the electric company has a breakdown, and then all the lights go out, 'cause you need electricity for lights. But they're probably trying to fix it, so just go to bed, Ernie. Nothing to do about it. (Goes back to bed.)
Ernie (pauses, still standing by the window): Bert ... are you scared of the dark, Bert?
Bert (sleepily): No, Ernie, I'm not scared of the dark.
Ernie (goes to Bert's bed after another pause and starts tapping him): Bert ... Bert? As long as it's a blackout, Bert, how about we watch television?
Bert (irritated): Ernie ... (Sits up in bed.) Stop hitting me, Ernie! (Ernie stops.) Let me tell me you something. You can not watch television, because television needs electricity. And we don't have any electricity because of the blackout. So just go to sleep, Ernie. (Lies down.)
Ernie (starts shaking Bert after another pause): How about we listen to the radio, Bert?
Bert (sitting up): Ernie, it's the same thing with the radio! The radio needs electricity, just like the TV set. And we have no electricity because of the blackout. So just please GO TO SLEEP! (Lies down and gives his famous ""Aaaaaaahhhh!"" Starts mumbling to himself.) First the television set, then the radio, and I need to get some sleep.
Ernie: (shaking Bert after still another pause): How 'bout ... how 'bout we listen to a record? We could turn on the record player, Bert.
Bert (sitting up, thoroughly exasperated by now): Ernie! You can't listen to a record because the record player needs electricity, just like the TV set and the radio, AND THERE'S A BLACKOUT! Now, please Ernie, go to bed! Aaaaaaahhhh! (Lies down.)
Ernie (after a pause): I know what I'll do! I'll call up somebody on Sesame Street and tell them we're having a blackout. I'm sure they'd like to know we're having a blackout. (Picks up the phone and starts dialing it.)
Bert (sitting up): Ernie? Ernie, they probably already know about the blackout. Do you have any idea what time it is? Oh, never mind. Do what you want. I am going back to sleep. Boy, do I need it now. (Lies down. The phone rings once on the other end, and Oscar answers it. Note: Both Bert and Ernie can understand what he's saying.)
Oscar (with even more of his grouchiness than usual): What's the idea calling me up in the middle of the night? Hey, who is this? 'Cause I'm gonna see to it you don't sleep for a week! Speak up! Who is this?
Ernie: Uh ... it ... it ... it's Bert. (Hangs up. Bert gives a little sigh of despair.)",Sesame Street,Sesame Street Bert And Ernie's Other Blackout lyrics
55,"Once upon a time, there lived a boy named Bert. One day Bert traded the family bicycle for a bag of magic beans.
But Bert's buddy, Ernie, looked in the bag and said, ""Beans? Blah! How boring."" And he threw the boring beans out the back window.
Immediately, the beans began to bloom. By breakfast, they had blossomed into a big, beautiful beanstalk.
When Ernie saw the beanstalk he said, ""Look. A big, beautiful beanstalk. That's really boring.""
But Bert wasn't a bit bored. ""I feel brave!"" Bert bellowed. So he bounded up the beanstalk.
Up, up, up went Bert, beyond the bean blossoms, beyond the birds, beyond the blue ... until he came to a big black building.
The building belonged to a giant named Burly Barney. Burly Barney was in the bedroom eating his breakfast of bushels of buttered buns, barrels of blueberries and bunches of bananas. When Bert saw how big Burly Barney was, Bert beat it to the back room. There, Bert found a big basket. It was full of bottlecaps.
""Boy, oh boy, oh boy!"" said Bert. ""Bottlecaps! I collect bottlecaps!"" So Bert brought the basket of bottlecaps back to the beanstalk.
But Burly Barney saw Bert, and he began to bellow. ""You took my bottlecaps!"" ""I'd better beat it,"" said Bert.
Boldly, Bert climbed down. Barney bounded down behind him. But, on a bottom branch, Bert slipped and fell with a bump.
""I'll bet you want to bash me because I borrowed your basket of bottlecaps,"" blurted Bert.
""Are you batty?"" bellowed Burly Barney. ""Those bottlecaps are boring! They were driving me bananas! Thank you for borrowing my bottlecaps!""
And Burly Barney shook Bert's hand. In fact, he shook Bert's whole body. Then Barney bounded back up the beanstalk to his beautiful black building.
And now that the basket of bottlecaps belonged to Bert, Bert had the best and biggest bunch of bottlecaps on the block. So Bert was beaming.
And everyone lived blissfully ever after. Except Ernie ... who was bored.",Sesame Street,Sesame Street Bert And The Beanstalk lyrics
56,"Bert: ""18 .... 19 ..... 20 .... Boy, those exercises are great, Ernie, I'm gonna turn the light off now though.""
Ernie: ""OK, Bert.""
Bert: (yawns) ""OK, Ernie ... G'night now sleep tight..""
Ernie: ""G'night Bert ... sweet dreams.""
Bert: ""OK...g'night.""
(Sound of water dripping)
Bert: ""Hey uh...Hey Ern....Ernie?""
Ernie: ""What?""
Bert: ""You uh, hear that? Sounds like water dripping, you know?""
Ernie: ""Is that right? Yeah, it does sound like water dripping. I must've left the faucet on a little bit when I washed my hands ... that's all, Bert .. g'night.""
Bert: ""Hey Ernie, I can't sleep with the sound of water dripping.""
Ernie: ""You can't?""
Bert: ""No.""
Ernie: ""Gee.""
Bert: ""Well, would you do me a favor and do something about the sound of that water dripping?""
Ernie: ""Sure, Bert. Anything for you. I don't mind at all. Ol' Ernie will take care of it alright."" (Ernie gets out of bed)
Bert: ""Good.""
(Radio blasts which causes Bert to jerk out of bed)
Bert: ""Ernie! Ernie what is that?""
Ernie: ""That's the radio, Bert.""
Bert: ""Ernie, the radio?!""
Ernie: ""Yeah, well you said you couldn't sleep with the sound of that water dripping, well, this way you can't hear that old faucet hardly at all, can you, Bert? Keeheehee.""
Bert: ""No, I can't hear the water dripping anymore .. but I can hear the radio and you know what, Ernie? I can't sleep with the sound of that radio either it's so loud! Ernie! Aww..come on!""
Ernie: ""Well don't worry about it, Bert, I mean 'ol Ernie will take care of that too. I'll do that for you, Bert.""
Bert: ""Alright!""
(Ernie turns the vacuum cleaner on which causes Bert to jerk out of bed again)
Bert: ""Ernie! Ern...what're you doing? Why'd you turn the vacuum cleaner on?!""
Ernie: ""What's that Bert? I can't hear you!""
Bert: ""I said, why'd you turn the vacuum cleaner ooooonnnnn?!!!!!""
Ernie: ""Well you said you couldn't sleep with the sound of the radio, well this way, you can't hear that radio hardly at all!!!!!!""
Bert: ""All right. All right ... Ernie, stay where you are .. stay where you are, don't move.""
Ernie: ""OK Bert! G'niiiiiiight!!!!!""
Bert: ""First, I'm gonna get this vaccum cleaner. There. I'm gonna shut this radio off now! I'm gonna ... Ok, I shut the radio off, now I'm gonna get the water .. There ... OK .... Alright, now we can finally get some sleep with some nice peace and quiet (Bert gets into bed) *mutters* Boy, this is ridculous.""
(Ernie snores)
Bert: ""Ernie? Ernie you're snoring.""
(Ernie snores again)
Bert: ""Ernie!! *sigh* It's not fair, it's just not fair.""",Sesame Street,Sesame Street Bert Can't Sleep lyrics
