,Article,Date,Title,Sentiment Scores,Title Sentiment,Prediction,Prob Prediction
21,"Purdue University’s campus was abuzz Tuesday with high school students in town for the 89th Indiana Future Farmers of America State Convention. Students from chapters all across the state participated in several activities throughout the day, including leadership building and community service.Over 100 students participated in a community service project for Lafayette Transitional Housing. Students, faculty mentors and FFA officers gathered in the Wilmeth Active Learning Center to make tie blankets for members of the community.In a span of two hours, the group of volunteers made 250 blankets. Before the blankets could be delivered to community members in need, they were cut, tied and had the FFA patch sewn on.Carrie Guillaume, a Perry Central FFA club faculty advisor, sat with her students and helped them make a tie blanket as part of their service. While working with them, she was reminded of her days in FFA and the skills she learned.“FFA is more than just sows and plows,” Guillaume said. “They live to serve others, it’s their motto. They learn more leadership skills and more life skills through their activities as FFA members.”Josh Miller, an incoming Purdue freshman, said that agriculture is something he has always loved — a passion he will take with him into his studies as an Agronomy student.Students in FFA do not have to come from an agriculture background. Through chapter activities, students will learn life skills that they can use in their future career outside of agriculture.Lynley Arnholt, a junior at Columbus East High School, said that she loves agriculture. She grew up around her grandfather’s hog farm, but she doesn’t have plans to go into the profession. She is pursuing a career in medicine after high school.“Learning (about agriculture provides) better insight into how we get our food,” Arnholt said.National FFA President Breanna Holbert is a member who did not come from a traditional agriculture background. She said she comes from an urban area but finds agriculture to be an underdog in the eyes of many people. She says she has a soft spot for the underdog in any situation.“Agriculture is the base of our country,” Holbert said. “There’s a big disconnect between people now and farmers.”",N/A,"

            
            High school students give back to Lafayette community during convention
        
",0.1481,0.0,0,0.6156798328624389
0,"Pretty simple premise today, in the wake of Wednesday’s shooting rampage that left 17 students, teachers and staff at Marjory Stoneman Douglas High School in Parkland, Florida, dead.One of the people below – six Republicans and six Democrats – will be our next representative in the U.S. House, replacing U.S. Rep. Todd Rokita, a Brownsburg Republican who was first elected in the 4th District in 2010.Here was the question I put to each one: What, if any, changes to gun laws would you advocate that you believe could prevent or minimize the damage of mass shootings, such as the ones at Las Vegas, Newtown, Connecticut, and Parkland, Florida?Here’s what they said.Steve Braun: This tragedy is unspeakably sad. As a country, we cannot let the aftermath of this to become a bitter and divisive debate that leads to more political dysfunction. The evil actions of this young man will undergo a comprehensive investigation by local law enforcement and the FBI.  We need to focus on this crime and understand fully where his path intersected with our health care and legal system and whether anything could have been done to identify the threat and prevent his actions.  Campaign link: Steve Braun Diego Morales: The Second Amendment is not what kills people.  Evil actions by disturbed individuals are behind tragedies like these.  We need to focus on mental health and treatment, not restricting the rights of responsible gun owners.Campaign link: Diego Morales Bangert: Indiana's Sen. Young, a top NRA friend, grilled for his school shooting ‘prayers’Bangert: Q&A: Purdue's Terese Marie Mailhot on her tough new memoirBangert: Who's behind the anti-KKK posters pasted across downtown Lafayette James Nease: It's harder today to purchase a gun than it was in 1940 yet school shootings have increased by 800 percent since then, while antidepressant usage and zero-tolerance policies have also increased astronomically during this time period. Every school shooter to date that has failed to commit suicide has listed reasonings for the shooting, which include social isolation, messiah complex, feelings of contempt and anger at rejection and a multitude of other behaviors that coincide with mental illness.It is my opinion that pharmaceutical companies, schools and even parental figures have done outstanding damage to our youth by force feeding them black-box warning medications and continuing to isolate these teenagers with policies that are often ""punish first, help later"" that do not specifically help address mental illness and social despondency, but rather exacerbate it.As long as our solution is to medicate, as long as mental health care is far too expensive and out of reach, and as long as schools and parents are OK with suspensions, expulsions and sometimes throwing teens into the judicial system for abnormal behavior, you will continue to see a rise in antisocial behavior that often leads to acts of violence on self or others. My advice is stop drugging your kids, stop letting them sink hours into video games instead of socializing, and actually take your kids to get professional help instead of ignoring very obvious signs of distress.Campaign link: James Nease Jared Guy Thomas:  Given these recent tragedies, now is not a time to step away from this challenge. I believe there is a way to protect the American public — especially our children — by reviewing, revising and enacting sensible gun laws (such as expanding and enhancing our background check programs), while still preserving our Second Amendment rights.This cannot end with a simple review of our gun laws, however. We need to undertake an education campaign that works with our communities to arm them with the information necessary to identify the warning signs of individuals who may be on the verge of committing these atrocities. We need to work to destigmatize mental illness and treat it for what it is — a disease. We need to work with our medical communities to provide them with the resources necessary to effectively treat people with mental illness. We need to work with our schools to ensure they are safe places for our kids to grow physically and mentally. Our teachers, guidance counselors and administrators need to receive continual education to recognize and respond to at-risk groups within the student population. We need to effectively deal with bullying and help foster a school community that seeks to reduce the chances for individual students to become isolated and radicalized in their thinking.This complex issue requires a societal approach that includes so much more than gun laws. Elected leaders should not be hesitant to tackle this problem. We must do something now — the future of our country and the safety of our children demand action.Campaign link: Jared Guy Thomas Did not immediately respond: Jim Baird and Tim Radice. Kevin Grant, listed as a candidate on May ballots, says he has withdrawn from the race.Tobi Beck: In the 1970s, the No. 1 killer of Americans was cars. In order to solve this problem, we began with the understanding that we were not going to give up our cars, but we were not going to continue to allow lives to be lost. So, we researched and analyzed and came up with a variety of sensible ways to protect lives. We lowered the speed limit, banked the roads, put up railings, made brighter break lights, created three-point restraint systems and more. This work happened because we were willing to be creative and face the issues at hand, rather than sit on our hands out of fear of action and accountability. Why is this any different than firearms?Rather than act, we have taken steps backwards – we passed legislation that eliminated manufacturers’ responsibility for their own firearms and halted Centers for Disease Control and Prevention studies on gun deaths. We have potential solutions we could implement, all of which would protect our Second Amendment rights while protecting our and our children’s lives. We must not be afraid of action – until  we embrace it, we will continue to have these tragedies.Campaign link: Tobi Beck Roger Day: If we had both houses and the White House, we could pass laws that don't take away a person’s right to own firearms. But we could pass laws to control types of weapons, and we could restrict ammo, as well as tag ammo. We could pass bills to have a waiting period, long enough to do a complete examination, including social media. Weapons designed to kill people – weapons of war – would be illegal except on a range. They would have to be kept on range at all times. Have the 80 percent of NRA members who agree with some gun control withdraw their support and dry up the money used to buy politicians.Ballotpedia link: Roger Day Darin Griesey: To close the gun show loop hole, comprehensive instant background checks for all purchases, increased testing for a concealed carry permit, and increasing the purchase age to 21. Please allow me to state that I have been a gun owner hunter for most of my life. I received my first gun when I was 10, and sat through the Indiana Department of Natural Resources hunter education course when I was 11. I come from a long line of conservationist sportsmen, and see absolutely no reason for people to have access to military style weapons for the sake of hunting.
A majority of mass shooting gun crimes in this country are attributed to the fact that someone was willing to do wrong to another, and the victim was able to access a firearm in retaliation. When we can learn to live in peace and in mutual edification, only then will the gun problem be solved.Campaign link: Darin GrieseyJoe Mackey: As bright as we all like to think we are, the best answer to your question won’t come from any one individual. I believe we should hold a national referendum in the general election this coming November. Let’s put the assault weapon issue before the American people and lay it to rest. Let’s clarify for all to see where the American people stand on assault weapons, magazine capacity, ammunition tax, ownership rights and liabilities. I challenge all parties running for office to support this referendum, and I further challenge those elected to office to honor the results. Campaign link: Joe MackeyVeronikka Ziol: As a gun owner myself, I know that something must be done. Some people claim that America doesn’t have a gun problem, but it’s mental illness that’s to blame. And yet, last year, Congress stripped a provision put in place by the Obama administration attempting to prevent access to firearms by certain people with mental illness. However, I‘m just as certain that exacerbating the stigma surrounding mental health isn’t getting to the crux of the problem. …That said, one change that I would absolutely make is repealing the restrictions prohibiting the Centers for Disease Control and Prevention from investigating gun deaths as the public health crises that they are. And to make certain that they are fully funded to complete that research. Unfortunately, it seems that to the current people in power the word science is a bad word to never be uttered in polite company. We cannot solve a problem without fully understanding why it occurs. A gun is a tool. A tool which is designed for killing. A hunter does it for food. But without the science that research performed by the CDC would provide, we won’t understand the motivations behind these mass shooters.One more point of which I'm certain: ""thoughts and prayers"" aren't going to solve this. Hard science, facts and the policies based on that data will.Campaign link:Veronikka ZiolDid not immediately respond: Ronald Ellis.ABOUT THE ELECTION: Indiana’s primary will be May 8. Voters are allowed to ask for a ballot from either party, but not both. The deadline to register to vote in time for the May primary is April 9. To register to vote, go to: indianavoters.in.gov. Indiana’s 4th District includes a swath of west-central Indiana that includes Tippecanoe and surrounding counties.Reach J&C columnist Dave Bangert at 765-420-5258 or at dbangert@gannett.com. Follow on Twitter: @davebangert.","[<span class=""asset-metabar-time asset-metabar-item nobyline"">
            Published 1:47 p.m. ET Feb. 17, 2018
        </span>]","Bangert: School shootings and gun laws, in the words of our next U.S. rep in Congress",-0.1296,-0.34,0,0.6156798328624389
1,"As we grieve over the terrible mass shooting at a high school in Parkland, Florida, we have to ask ourselves why this type of horror occurs repeatedly. Also why isn't anything being done to prevent it from happening again?It's not a case of unchecked  terrorism, for which we have numerous effective safeguards. It's a question of indifference on some people's part, and of a type of fear that has gripped our elected officials, including President Trump. They're afraid of the National Rifle Association, which  warns politicians not to enact any gun control legislation or face the wrath of that organization. The NRA will work actively to defeat those officials at the polls. Do we not have any representatives with the courage and conviction to oppose the NRA, which callously blocks legislation of the type that is needed? It reminds one of the McCarthy era of the 1950s, when public servants were afraid to speak out against the Senate demagogue from Wisconsin.Now is the time to stand up to the NRA and begin limiting acquisition of weapons like the AR-15. It is the type of firearm used most often in mass killings. At the same time, we need to do a better job of identifying homicidal, mentally disturbed individuals and treating them. We should urge our elected representatives to do both — control the circulation of military-style weapons and help treat the psychologically unbalanced — so that we can avert disasters like the one in Parkland.David ParrishWest LafayetteYour turnSubmit letters to the editor of 250 words or fewer to editor@jconline.com or to 823 Park East Blvd., Lafayette, IN 47905. Please include your name, town and phone number, for confirmation purposes.  ","[<span class=""asset-metabar-time asset-metabar-item nobyline"">
            Published 10:51 a.m. ET Feb. 22, 2018
        </span>]",Letter: Why can't politicians stand up to NRA?,-0.1868,0.0,0,0.6156798328624389
2,"LAFAYETTE, Ind. - More than 300 students at Jefferson High School formed a 'halo' around the school on Wednesday to show solidarity against gun violence and for the victims of the Parkland shooting.  ""Circle that's never ending can stand together,"" said Chandler Rasmussen, a junior at Jefferson. Some students had hoodies nearly covering up their entire face. Zach McLaughlin, a junior, dressed in shorts, even in 25 degree weather with wind chill of 15 degrees. He did not check the weather before coming out, McLaughlin said.Other area schools decided to have their activities indoors, whether in their auditorium, gym or chapel. About three dozen Central Catholic High School students gathered in the school's chapel for a 17-minute prayer session.All those students were part of a nationwide action to commemorate the 17 victims who were killed in a shooting at Marjory Stoneman Douglas High School in Parkland, Florida, on Feb. 14. Today is the one-month mark from the shooting.Most students in Lafayette did not call for specific gun control policies. At Jefferson, many students dressed in orange and green; orange to raise awareness about gun violence and green to raise awareness about mental health.Hayden Smith, a senior at Jefferson, said he wanted to encourage people to think about those issues. ""Those are what the whole country needs to focus on,"" Smith said.More: National School Walkout: How Indiana students protestedMore: How Greater Lafayette schools prepared for Wednesday 'walkout'Nationally: Students from nearly 3,000 schools walk out to protest gun violenceRasmussen said she simply wanted to speak out.""There isn't that many times in life where you can be heard,"" she said. Meanwhile, at Central Catholic, students engaged in quiet prayer and reflection sessions. They read the Prayer of Saint Francis.""Where there is doubt, faith. Where there is despair, hope,"" one passage from the prayer read.""To fight violence, you do it through peace,"" said Maryanne Gillen, a senior at Central Catholic. Student leaders leading the prayer urged students to focus on providing peace.""Think about how Jesus calls you... to be makers of peace,"" said Briana Rayman, the school's senior class president. At Harrison High, students gathered in the auditorium, some holding signs such as the one saying, ""Fear has no place in our schools."" Kline Turner, a sophomore, made a speech mentioning how hundreds of lives have been lost due to school shootings since the 2012 shooting in Sandy Hook Elementary School.""What's been going on is unacceptable,"" Turner said. ""Tragedies keep happening."" Turner said students also signed a petition to local state legislators, Gov. Eric Holcomb and President Donald Trump, urging them to act. ""As a young generation, we need to come together and unite and make a change,"" she said.    ","[<span class=""asset-metabar-time asset-metabar-item nobyline"">
            Published 11:24 a.m. ET March 14, 2018 | <span class=""asset-metabar-time-updated"">Updated 6:48 p.m. ET March 14, 2018</span></span>]","Lafayette students urge for peace, call against gun violence",-0.1673,-0.4588,0,0.6156798328624389
3,"LAFAYETTE, Ind. - Dozens of Greater Lafayette students will join thousands in Indianapolis and Washington on Saturday for the March for Our Lives, a rally against gun violence. ""I don't have a perfect solution, but any step forward is a positive step,"" said Kline Turner, a student at Harrison High School who is going to Washington. ""Change is the only correct answer."" The students said they expect the march to take more of political tones. Walkouts on March 14 sought to promote solidarity and speak against gun violence, but not advocate for specific policies, they said. ""I will be able to speak my opinion on gun control,"" said Tennessee Mason, a Jefferson High School student who is going to Indianapolis. The students understand why the Second Amendment exists. Some of the students have seen their parents use guns for personal safety and entertainment. They said they have grown to understand why people want to and need to use guns. But they question the need for individuals to own automatic or semi-automatic weapons.""We need to evolve,"" said Jefferson High student Savanah Ehlers. ""These kinds of weapons being used are not necessary for personal defense.""The students said they see what they are asking for —– a ban on bump stocks, for instance —– as sensible and largely agreed upon by the public. They want legislators to do anything to help address the nation's gun violence.""All the events that have happened have been one heartbreak after the other,"" said Jefferson High student Brooke Gross who is going to Indianapolis with Mason and Ehlers. ""Everyone thinks that won't happen to our schools, but the truth is that it can."" Lafayette School Corporation and Tippecanoe School Corporation schools start their spring break on Saturday. But the students said Saturday's march is too important to not attend. ""This is the prime time and the best opportunity to get behind this and go with the wave of change that's happening,"" Turner said. ","[<span class=""asset-metabar-time asset-metabar-item nobyline"">
            Published 4:10 p.m. ET March 23, 2018 | <span class=""asset-metabar-time-updated"">Updated 4:24 p.m. ET March 23, 2018</span></span>]","Greater Lafayette students will ""march for their lives"" on Saturday",-0.0424,0.3612,0,0.6156798328624389
4,"This week, Congress debates House Bill 38, also known as the Concealed Carry Reciprocity Act of 2017. The intention of concealed carry reciprocity is to allow people legally permitted to carry concealed weapons to do so throughout all states, akin to a driver’s license.The consequence of this legislation however, will be to enable people with dangerous histories and no training to carry loaded, concealed guns across state lines.This is not hyperbolic. Right now, 19 states (like Georgia, and Alabama) don’t require any gun safety training in order to carry concealed guns in public; 12 states (like Arizona and Idaho) don’t require a permit or background check, while still others allow domestic abusers or people convicted of violent misdemeanors to concealed carry. During the committee markup of the bill, Chairman of the House Judiciary Committee Rep. Bob Goodlatte, R-Virginia, was forced to admit that the bill allows people with violent misdemeanor convictions to carry concealed weapons across the country.Congress should reject Concealed Carry Reciprocity, and pass a clean “Fix NICS Act,” which has won wide bipartisan support, will improve reporting of dangerous people to the National Instant Criminal Background Check System, and will improve safety of communities across the country.Kathy ParkerWest LafayetteYour turnSubmit letters to the editor of 250 words or fewer to editor@jconline.com or to 823 Park East Blvd., Lafayette, IN 47905. Please include your name, town and phone number, for confirmation purposes.","[<span class=""asset-metabar-time asset-metabar-item nobyline"">
            Published 5:58 p.m. ET Dec. 7, 2017
        </span>]",Letter: Reject concealed-carry gun law expansion,-0.2382,-0.6249,0,0.6156798328624389
5,"LAFAYETTE — Better background checks.That is what West Lafayette Police Chief Jason Dombkowski sees them as the best, and possibly only, solution to prevent mass school shootings.  Dombkowski's remarks Sunday came as he answered questions from more than 50 Greater Lafayette residents who wanted to explore how to prevent and reduce gun violence, especially in schools. The residents packed the Tippecanoe County Public Library's downtown branch for a Moms Demand Action for Gun Sense in America local chapter meeting, its first after a mass shooting in Parkland, Florida, on Feb. 14. More: Bangert: Former Sen. Bob Kerrey at Purdue with Mitch Daniels, a Q&A""We never had a crowd like this,"" said Kathy Parker, a local leader of the gun control group. Local gun control advocates also used the Sunday's meeting to mobilize residents against several bills, including one that would allow churches to permit guns on their grounds even if they also house schools. More: Indiana bills loosening gun restrictions advance, one week after Florida shooting""Today is urgent and so is tomorrow,"" Parker said.The current federal background check system leaves many loopholes and flaws that one can exploit, Dombkowski said. ""It's only as good as information put into the system,"" Dombkowski said. Key information regarding one's criminal history are often not sent to the system. Dombkowski expressed frustration that the state does not allow him to reject handgun permits for international residents, saying his staff cannot properly vet those residents. The residents at the meeting agreed with Dombkowski on having a better background check system. But they also had other suggestions, such as an assault rifle ban. ""I worry about your force going against someone with 13 rifles,"" Dr. Seema Kengeri said.Dombkowski called for bump stocks to be banned but said he sees similar dangers from both pistols and semiautomatic weapons when it comes to school shootings. He displayed a pistol and a semiautomatic rifle to convey his point that shooters can easily conceal pistols in ways they can't do with rifles. ""This (rifle), we would know about. This (pistol), we may not,"" he said. What about having more armed guards?Dombkowski agreed with the suggestion, adding students and parents should also alert police when they see troubling behaviors from others. But he disagreed with the idea of arming teachers, proposed by President Donald Trump and others, saying police officers go through hours of training that teachers typically don't.More: Bangert: Greater Lafayette teachers blast Donald Trump's call for armed classroomsDombkowski assured the residents that their community is safe and their police department is prepared. He said police officers have learned a lot of lessons from an active shooter incident at Purdue University in 2014.""Training does count,"" he said.He also used an incident from early this month as an example of when the local police's system worked to prevent those with violent tendencies from acting on it. More: Police: Former Purdue student found with cache of weapons, ammunition""It's about making sure we get it right as often as we can,"" Dombkowski said.But for Kendall Tran, a freshman at West Lafayette High School, her memory of a lockdown four years ago from a school shooting threat remains fresh. She remembers sprinting to classrooms and seeing friends too scared to move under their desks.Tran agreed with a lot of what Dombkowski said, but she still wants to push state and federal legislators to do more. ""(Gun violence) is not a blister. It's a wound,"" Tran said. ""It's been a lot more real than it has been in the past.""Call J&C reporter Jeong Park at 765-420-5339, email him at jpark@jconline.com or follow him on Twitter: @JeongPark52. ","[<span class=""asset-metabar-time asset-metabar-item nobyline"">
            Published 5:32 p.m. ET Feb. 26, 2018 | <span class=""asset-metabar-time-updated"">Updated 10:35 a.m. ET Feb. 27, 2018</span></span>]",WL chief: We need stricter background checks,-0.1029,0.0,0,0.6156798328624389
6,"All Greater Lafayette high school administrators who responded to the Journal & Courier said they will not discipline students for simply participating in a nationwide protest on Wednesday. Their focus is on safety, not discipline.""Older kids are old enough to enjoy some civil discourse,"" Tippecanoe School Corp. Superintendent Scott Hanback said. ""(But) we have the responsibility to protect those students."" Students in Greater Lafayette will leave classrooms Wednesday around 10 a.m. to protest gun violence and call for peace after a shooting in Marjory Stoneman Douglas High School in Parkland, Florida, killed 17 nearly a month ago.""You are not safe in a place you think is safe. It's heartbreaking,"" said Briana Rayman, Central Catholic High School senior class president. More: Students plan to walk out of schools to protest gun lawsMore: Here's how some Indiana schools are handling national student walkouts on March 14The Journal & Courier contacted all local high schools to get information on their plans for Wednesday. Administrators at Faith Christian High School and Oakland High School could not be reached for comment by Monday afternoon. West Lafayette High School is on spring break this week. Those who responded to the request said they are confident that students will act in ways that are safe and productive. ""We are confident that any students who want to participate will work within (our) parameters,"" Harrison  Principal Cory Marshall said.Here is what each high school will do on Wednesday:Jefferson If all goes well, students will walk out of the school and onto the sidewalks of the 18th Street and other roads. Then, they will hold hands to form a student ""halo"" around the school buildings. The entire protest will be done silently and voluntarily. No signs or chants will be allowed.""We are going to let our action speak louder than our chants,"" said Julia Maxwell, a senior who is helping to organize the protest. ""I hope students realize this is so much bigger than themselves."" Lafayette police will be there, as well as teachers who don't have any classes at the time. They will provide security for the students.Principal Mark Preston said the school's goal is to make sure the protest is organized. The school has a strategic plan to have students in and out of its campus. ""We are not going to say '2,000 students: Go out and organize into halo,' "" he said. Central Catholic Students will walk into the school's gym during their homeroom period, starting at 9:40 a.m. Then, they will have prayer and reflection sessions for those who lost their lives in school shootings around the country, including at Parkland. Some staff will be supervising the sessions. ""We are hoping we can do something more faith-related,"" Rayman said. ""We want to come together and pray for peace."" The students, much like the students at Jefferson, said they don't want to advocate for specific policies.""It may stray from the real reason why we are praying,"" said the school's Student Body President Sherya Pumarino. Harrison Around 10 a.m., the school will open its auditorium for students to recognize those who lost their lives at Parkland. There will be staff supervising the event. Marshall said there was a discussion with students to come up with the best way to organize a protest that's student-driven, organized and productive. ""We feel confident that those students who feel moved by the cause will participate,"" Marshall said. ""There will be other students who do not. That's okay, too."" McCutcheon The school will also open its gym for students. Principal John Beeker said he trusts his students to have a ""meaningful, educational and safe awareness activity,"" although he said he doesn't know the details of what the students are planning.The event, which Beeker refused to call it a ""walkout,"" will be held for 17 minutes during a non-instructional time.  ","[<span class=""asset-metabar-time asset-metabar-item nobyline"">
            Published 5:26 p.m. ET March 12, 2018
        </span>]",Greater Lafayette schools preparing for Wednesday 'walkout',0.1134,0.3612,0,0.6156798328624389
7,"LAFAYETTE, Ind. – When President Donald Trump last week floated the idea that on path to safer classrooms in the wake of 17 killed in a Florida school was to arm teachers – even giving bonuses to those willing to do it – West Lafayette High School teacher Randy Studt said he set out to find a colleague in his district who was ready to answer that call.Studt, who teaches German and is co-president of the West Lafayette Education Association, was still looking on Friday, about the time Trump was telling the Conservative Political Action Conference that if guns had been in Marjory Stoneman Douglas High School classrooms, “a teacher would've shot the hell out of (the gunman).”“I’m not hearing about anyone who’s interested,” Studt said. “I’m hearing people are scared that this is even being mentioned. That includes people who say they’d be willing to retire first. But I’m also talking about people just starting their careers who are saying, ‘That’s not what I thought I was signing up for.'“It’s just such a bad idea.”On Thursday, state Sen. Jim Tomes, an Evansville Republican, proposed a Senate resolution that called for a study into whether Indiana should give school districts the option to allow teachers to carry concealed weapons on their campuses. Indiana already allows school boards some discretion over allowing guns on their campuses.The resolution, which hadn’t been scheduled for a hearing as of Friday, specifically mentions two high-profile school massacres – the one Feb. 14 at Majory Stoneman Douglas High School in Parkland, Florida, and one in 2012 in Newtown, Connecticut, where 26 students and teachers were killed by a gunman at Sandy Hook Elementary. Tomes’ resolution quotes a 2014 FBI study that 66.9 percent of active shooter incidents between 2000 and 2013 ended before police could arrive.Whether Tomes’ resolution will go anywhere, Studt said he took it seriously that a lawmaker was making the suggestion that armed guard was going to be added to the teachers’ job expectations.More: Indiana schools can arm teachers, but most don't. More might start.Bangert: Indiana's Sen. Young, a top NRA friend, grilled for his school shooting ‘prayers’In the 4th District: School shootings and gun laws, in the words of our next U.S. rep in Congress “Ask for yourself,” Studt said. “Try to find someone in a classroom who says they’re for it. If there are, they’re not saying it out loud – at least not to me. … Seriously, ask teachers.”Fair enough.Here are some voices of teachers, active and retired, in Greater Lafayette.Julie Sumrall, English teacher, Lafayette Jefferson High School: Just no. I can't even believe we are at a point where this is even considered. It is an insult to our profession to even make such a suggestion, and it completely ignores the true problem we address facing in America today. It's amazing to me that there are people who would suggest arming a bunch of literature majors somehow protects our school children, while completely dismissing any talk of gun control. It's almost like they don't like students; surely that isn't true. Just no.Brittanni Eavey, sixth-grade math teacher, Northridge Middle School, Crawfordsville: I’m on the fence with the debate. Personally, I wouldn’t want a gun in my classroom, but I feel confident that others in my school might. We are always on a soft lockdown while school is in session, which is comforting, but if someone wants to produce harm, they will find a way. We have a school resource officer that I see often within a week – sometimes multiple times a day. I feel confident he will do a much better job at protecting my students and colleagues with firearms than I ever could.Travis Rubeck, sixth-grade teacher, Roosevelt Middle School, Monticello: I think that any society that has to arm its teachers is no longer a society. At that point, it's time to go back to the drawing board and try again. We are the only developed country that has this gun problem, and it's time we figure out why.Kristine Kealey, former English teacher, Lafayette Jefferson, Harrison and Benton Central high schools: The idea of teachers carrying is absurd at best. However, one proposal that I have not seen out there is the need to keep schools smaller. Having taught in a small school (Benton Central), and two large schools, I know the real difference a small school can make in the relationships the teachers have with the kids and the sense of community that a small school has. I graduated from West Lafayette High School, and my kids are there largely because every teacher knows every kid there. Of course, this is an argument that I have espoused since I was getting my teaching degree from Purdue. The research is out there. Unfortunately, creating smaller schools is very cost-prohibitive given the current way public schools are funded.Abby McClure, second/third-grade, Burnett Creek Elementary, Tippecanoe School Corp.: I think absolutely not. Scenario: let’s say it’s in a safe. Then a lockdown drill happens. I am expected to get my kids hidden and safe, close and lock my door, turn off the lights, close the blinds, and then get my gun? Are you kidding? We have seconds – maybe. Overall, I’m so frustrated that this issue has gone back to the schools. After Columbine, schools took precautions. We started practicing lock down drills, we changed school security, and we did our part to make school safer. We need help. Arm me with resources to help my students mentally, emotionally and socially. Arm me with professional development so I can learn how to recognize students who need support. Arm me with counselors and social workers and people who can help my students feel better. Let’s create resources for our students with special needs so they can learn to be independent and function in society. I don’t want a gun. I will refuse to carry a gun. I won’t work in a place where that is expected. Maggie Smith, a retired teacher at Miller Elementary, Lafayette: To arm teachers is totally ludicrous. None of the truly dedicated teachers I have worked with over the years would choose arming themselves and being paid a bonus. A bonus that would take money that school corporations don't have. Will they cut more from the budget for textbooks, classroom supplies or those teachers who choose not to arm themselves? I don't know what the answer is, I just know it's not more guns.Randy Brist, radio-TV teacher, Lafayette Jefferson High School: Guns in the classroom? Teachers packing heat? With this logic, I suspect soon that ministers and priests, movie theater managers, coaches, lifeguards, Scout leaders, bus drivers – the list goes on – should also be trained. We wouldn't want some little handgun. We'd need an assault rifle to match the bad guy's weapons. The problem is and has been the ridiculously easy access to assault weapons. More guns are not a solution. They simply add to the problem.Al Enlow, third-grade teacher, Cumberland Elementary, West Lafayette: Arming educators will only present more challenges. School staffs are stretched to the limit now meeting expectations in so many areas. There is no need to add ""public safety"" to the list. We have outstanding people who have, thankfully, chosen to protect us. For them, I am extremely thankful. They are the trained professionals. I also don't want students to see adults choosing to solve problems by arming themselves; this sends the message we want to get away from nationally. We don't solve violence with violence, and arming educators is implying this is how the problem is solved even though that is not the intent.Micky Houston, retired teacher, Miller Elementary, Lafayette: I taught for over 40 years, and I have heard a lot of crazy ideas of what teachers should do proposed by others, but this takes the cake on the crazy meter. Never would I do this nor would I want to be placed in a building where other teachers are packing weapons. This is total nonsense.If you’re a Greater Lafayette teacher ready to prove Studt’s theory wrong, my contact information is at the bottom.Reach J&C columnist Dave Bangert at 765-420-5258 or at dbangert@jconline.com. Follow on Twitter: @davebangert.","[<span class=""asset-metabar-time asset-metabar-item nobyline"">
            Published 7:05 a.m. ET Feb. 24, 2018 | <span class=""asset-metabar-time-updated"">Updated 10:34 a.m. ET Feb. 24, 2018</span></span>]",Bangert: Greater Lafayette teachers blast Donald Trump's call for armed classrooms,0.0061,0.3612,0,0.6156798328624389
8,"Throughout my career as an educator and administrator, I have worked with many stellar teachers and staff members.  I see their work every day, and I know the time they put in to help all of their students succeed.  Also, I have worked with many policymakers.  It’s my opinion that the vast majority of them are trying to do the right things for the constituents they represent.The recent debate about arming teachers has been around for many years. First, I believe this should be a local decision.  This should not be mandated by any legislature. Second, I find it troubling to suggest that we pay teachers more if they agree to carry a firearm when many teachers are trying to find funds just to provide their students with the extra instructional supplies.  Many teachers and staff members pay for supplies out of their own pocket. Related: Threats made at Jeff not credible, LSC superintendent saysMore: Bangert: Greater Lafayette teachers blast Donald Trump's call for armed classroomsThird, carrying a firearm should be relegated to those who have extensive training and expertise.  What happens when a teacher with little experience in using a firearm accidentally shoots someone?So what can be done to make our schools safer? First, we need to invest in human capital.  The more teachers, staff members and counselors we have in our schools, the better chance there is of finding and assisting children who need help. This is especially true as more and more teachers leave the profession and with the ongoing teacher shortage.  The current debate is one of many reasons for this.  As I heard one teacher say, “You want to trust me with a gun, but you don’t trust me with curriculum, instruction and assessments.” Second, if we are serious about making our schools safer, rather than the U.S. spending nearly $1.7 billion on standardized testing, use those resources to place trained school resource officers in every school and for school security grants to improve facilities. Third, policymakers should consider some kind accountability for parents.   Teachers and staff members are held accountable for many things outside of their control.  Maybe policymakers should look at holding parents accountable as well, especially when a child has access to a weapon at home and brings it to school.There is no easy solution for the current situation.  Each of us will have our own remedies based upon our respective experiences.  One thing I do know:  We should listen to the people who are doing work.  We should listen to our teachers, staff members and law enforcement officials.  Also, there should be some kind accountability for parents.  Teachers and schools cannot do it alone.Killion is superintendent of the West Lafayette Community School Corp.","[<span class=""asset-metabar-time asset-metabar-item nobyline"">
            Published 1:03 p.m. ET Feb. 27, 2018 | <span class=""asset-metabar-time-updated"">Updated 2:43 p.m. ET Feb. 27, 2018</span></span>]","West Lafayette supt.: Arm teachers? How about these ideas for safer schools, instead",0.1841,0.4215,0,0.6156798328624389
