,Lyrics,Show,Song Name
9,,Sesame Street,Sesame Street Captain Vegetable lyrics
10,,Sesame Street,Sesame Street Caribbean Amphibian lyrics
11,"Do you remember days not so very long ago
When the world was run by people twice your size?
And the days were full of laughter
And the nights were full of stars
And when you grew tired you could close your eyes Yes the stars were there for wishing
And the wind was there for kites
And the morning sun was there for rise and shine
And even if the sniffles kept you
Home from school in bed
You couldn't hardly stay there after nine And I wonder if the smell of morning's faded
What happened to the robin's song
That sparkled in the sky?
Where's all the water gone
That tumbled down a stream?
Will I ever catch another butterfly? Do you remember campouts right in your own backyard?
Wondering how airplanes could fly
And the hours spent just playin'
With a funny rock you found
With crystal specks as blue as all the sky And I wonder if the smell of morning's faded
What happened to the robin's song
That sparkled in the sky?
Where's all the water gone
That tumbled down a stream?
Will I ever catch another butterfly? Now I watch my son, he's playin' with his toys
He's happy, I give him all I can
But I can't help feelin'
Just a little tingly inside
When I hear him say he wants to be a man And I wonder if the smell of morning's faded
What happened to the robin's song
That sparkled in the sky?
Where's all the water gone
That tumbled down a stream?
Will I ever catch another butterfly?
Will I ever catch another butterfly?",Sesame Street,Sesame Street Catch Another Butterfly lyrics
12,"We're the celery bunch
And we love to crunch (crunch!)
Celery, celery
Now you don't need a fork
And you don't need a spoon
You can munch on it all afternoon
Celery, celery
You can dip it in cheese or peanut butter
Eat it all day, go ask your mother
""What about celery, what about celery""
She'll tell you it's good for your digestive system
Fiber is good you know
And what we love
Most of all
Is that it's (crunch!)
LOUD!
We're the celery bunch
And we love to crunch (crunch!)
Celery, celery!",Sesame Street,Sesame Street Celery Bunch lyrics
13,"Was a time when I did not eat cereal oh no
(background singer monsters--- Oh No!)
I had never tasted it
Had never tried it sooo
Then one day my Dad said have some cereal with me
(with me!)
Cereal tastes really good and it's healthfull you'll see I said I'll taste it, I'll give it a whirl
And now I am a cereal girl
I said I'll taste it, I'll give it a whirl
And now I am a cereal girl First I tried cold cereal
with milk and it was hip
(So Hip!)
Then I tried hot cereal
and that was such a trip
Then I tried some cereal with fruit
Healthfully sweet
(Healthfully Sweet!)
Now for breakfast cereal's my favorite thing to eat I'm glad I said I'll taste it, I'll give a whirl
'Cause now I am a cereal girl
I'm glad I said I'll taste it, I'll give a whirl
'Cause now I am a cereal girl (Girl, Girl, She's A Cereal Girl)
Cereal
(Girl, She's A Cereal Girl)
Cereal
(Girl, Girl, She's A Cereal Girl)
Cereal
(Girl, She's A Cereal Girl) repeat and fade...",Sesame Street,Sesame Street Cereal Girl lyrics
14,"Neurotic Man frantically looks around his kitchen, there's a knock on the door, he goes to open it. (but, if he could open the door, why couldn't he...? Oh, nevermind) Spoken:
Maria: Hi. Neurotic Man: Hi! Maria: I'm Maria from the Fix-It Shop, you called me? Neurotic Man: Yeah, come in, quick, I've got a real emergency here! Maria: What's the problem? Neurotic Man: What's the problem? What's the problem? I'll tell you what the problem is... Sung:
Can't get in the dresser to get my socks, 'cause it's cerrado (cerrado)
Can't wear my shoes, 'cause they're in that box and it's cerrado (cerrado)
Can't get my shirt, it's in that drawer
Can't get my pants, they're behind that door,
Can't get any new ones from the clothing store, 'cause it's cerrado (cerrado) Ohh...aargh...can't reach in the cage to pet my bunny, it's cerrado (cerrado)
Can't go to the bank to get my money, it's cerrado (cerrado)
Can't get into this case to get my guitar
Can't get into the cupboard for a candy bar
Can't get chili peppers from the pepper jar, 'cause it's cerrado (cerrado)
It's horrible!
Cerrado is much much worse than I supposed Maria: ""Cerrado"" is the Spanish word for ""closed"") Can't get into that sack to get a potato, it's cerrado (cerrado)
Can't get into the fridge to get a tomato, it's cerrado (cerrado)
Can't get into the oven to get my roast
Can't get bread from the breadbox to make my toast
Yes the Spanish word that I hate the most is cerrado (cerrado)
Cerrado (cerrado) I hate cerrado! (cerrado)
Cerrado (cerrado) Cerrado! Spoken:
My life's a mess! I can't do anything. Everything is cerrado! Maria: Yes, I see that. Everything is closed. Neurotic Man: Yes, yes, can you help me please? Can you fix it? Maria: Well, of course I can, what you need (she opens her tool box and pulls out the word ""Abierto"") is this... Neurotic Man: Abierto? Maria: Yes, certainly. Abierto is the Spanish word for ""open"". Abierto! (everything he sang about now opens, the roast flys out of the oven etc.) Neurotic Man: Abierto! Wow!",Sesame Street,Sesame Street Cerrado lyrics
15,"A pig, wearing a farmer outfit and holding a banjo, is sitting under a tree. If you look carefully, you can see the outlines of six chickens in the leaves of the tree. Pig: (singing) Oh, there are chickens in the trees,
There are chickens in the trees.
Won't you listen to me, please? (briefly, the chickens flutter about in the branches) There are chickens in the trees. Rooster: (entering from the right) Excuse me, old pig. I couldn't help but overhear you. Would you mind singing that song again, please? Pig: Why, not at all - ahem...
(sings) Oh there are chickens in the trees,
There are chickens in the trees.
Won't you listen to me, please? (briefly, the chickens flutter about again) There are chickens in the trees. Rooster: You know, that's a very nice song, but you've got it quite, quite wrong. I happen to be a professional chicken and I know for a fact that chickens don't live in trees. Pig: Hmmm ... is that so? Rooster: Absolutely. The very idea is utterly ridiculous, quite ridiculous. Chickens in the trees, indeed. What will they think of next? (storms off) Pig: (standing) Okay, fellas. You heard what the rooster said. Everyone out of the tree. (The chickens all drop out of the tree, and walk away, clucking and pecking)",Sesame Street,Sesame Street Chickens In The Trees lyrics
16,"I eat with chopsticks
Can you eat with chopsticks
Just pick up your chopsticks
And I'll teach you how
Some people use chopsticks
They always use chopsticks
So try out your chopsticks
Right now Two little sticks
They're made out of wood
And they help you
To pick up your lunch
Your lunch
And if you practice
Then you'd get good
And you'll find you can pick up
A bunch to munch Eat noodles with chopsticks
Eat dumplings with chopsticks
Eat sushi with chopsticks
That's fish!
Don't eat soup with your chopsticks
That's no good with chopsticks
And jello will slide off
Your dish In faraway
Japan they use chopsticks
In China and also
In Singapore
Korean people
Like to use chopsticks
And also in Hong Kong
There's more!
And in New York
They also use chopsticks
You'll find them in Texas
And in L.A.
Yes, everywhere
Are folks who use chopsticks
They use them to eat
Every day! I eat with chopsticks
Can you eat with chopsticks
Just pick up your chopsticks
And I'll teach you how
Lots of people use chopsticks
They always use chopsticks
So try out your chopsticks
Right now!",Sesame Street,Sesame Street Chopsticks lyrics
17,"There's one around my finger
One around my coffee cup
One around the hands of time
And that big orange ball a comin' up
There's one around my eight to five
Four beneath me when I drive
An extra one for overtime? circles
There'll be one in the hugs around my legs
And one around my waist
And one around the table holdin' hands and sayin' grace (Chorus)
I thank God for circles
For you for me for family and friends
I thank God for circles
May they go? round and? round and never have to end There's one around the block
There's always one around the bend
Any to and from you go
And back again
Some are green and some are golden
Summer turns to winter cold
And into spring the seasons roll circles
There'll be one around the candles
One around the birthday cakes
One around the table holdin' hands and sayin' grace (Chorus)
I thank God for circles
For you for me for family and friends
I thank God for circles
May they go? round and? round and never have to end (Bridge)
There's one around the world
That goes around so we can see it all
One around the halo
When we're called (Chorus)
I thank God for circles
For you for me for family and friends
I thank God for circles
May they go? round and? round and never have to end
I thank God for family circles, may we find and have so many more of them",Sesame Street,Sesame Street Circles lyrics
18,"Bert: [Ernie! Ernie! I've discovered something FANTASTIC! Listen ... (CLINK) Ernie: That's fantastic, Bert! Bert: Yeah, yeah! That's ME hitting this tin can with a spoon. And listen, this is . this is me hitting this pan with a spoon ... (CLANK) *pleasant sigh* Ernie: Well, that's very interesting, Bert . Bert: Yeah. Now, I shake the tin can . (RATTLE) . you see, it's got MARBLES inside! Ernie: Uh-huh, yeah, that's nice . Bert: Yeah, yeah, and then I blow this WHISTLE! (TWEET) Oh, Ernie! It's so wild! So wonderful! Ernie: Gee, that doesn't seem so wonderful to me, Bert. Bert: Well, maybe not but listen to what happens when I put them all together, Ernie . (CLINK, CLANK, RATTLE, TWEET) Bert: *pleasant sigh* Ernie: Say, that sounds pretty nice, Bert! Bert: NICE? Ernie, it's breathtaking! Hey -- now everyone at home, go get a can, or a pan, or a whistle, or -- or whatever you can find, and you can join in too. Ernie: Join in? Join in on what, Bert? Bert: Well, you'll see Ernie, and I'll tell you what happened too. See --] Bert: See, I was sitting around
Feeling so blue,
Trying to think what to
Think to do
Then--(CLINK, CLANK, RATTLE, TWEET)--
I suddenly heard something new. I was sitting around
Trying to sleep
Practicing counting by
Counting sheep
When--(CLINK, CLANK, RATTLE, TWEET)--
I knew I had found something new. It was just the water pipe when the faucet got turned on,
But it lightened up my life like a nightingale's sweet song! And now I'm happy with my can and my pan
My whistle or two
'Cause now I know
What I just gotta do;
I go (CLINK, CLANK, RATTLE, TWEET) And the sky is all sunny and blue,
And (CLINK, CLANK, RATTLE, TWEET)
I bet it'll do it for you! Ernie: [Gee, that's nice, Bert! Hey--can I join in? Bert: Ernie, everybody can join in! Kids at home too. Ready? Here it comes... (CLINK, CLANK, RATTLE, HONK!) Bert: AAAAhhh! Ernie, you ruined it! Ernie: Well, I couldn't find a whistle, Bert! Bert: Well, this time you rattle and I'll tweet. Ernie: Okay, Bert! (HONK!) Bert: ERNIE! Ernie: I just had to put it down, Bert. Bert: Well, control yourself, huh? Ernie: Here we go . (CLINK, CLANK, RATTLE, TWEET) Ernie: There, I did it!] Bert: *pleasant sigh* It was just the water pipe when the faucet got turned on,
But it lightened up my life like a nightingale's sweet song And now I'm happy with my can and my pan
(HONK!) My whistle or two (Ernie!) (Sorry .)
Now I know what I just got to do;
I go (CLINK, CLANK, RATTLE TWEET)
And the sky is all sunny and blue,
And (CLINK, CLANK, RATTLE, TWEET)
I bet it'll do it for you!
Once more! -- (CLINK, CLANK, RATTLE, TWEET)
And again! -- (CLINK, CLANK, RATTLE, TWEET)
One last time! -- (CLINK, CLANK, RATTLE, TWEET)
I bet it'll do it for you! (TWEET!) Bert: [It did it for me, I'll tell ya.] Ernie: (HONK!)",Sesame Street,"Sesame Street Clink, Clank lyrics"
19,,Sesame Street,Sesame Street Clucky Clucky Chicken lyrics
20,"Workers:
Co-operation ... makes it happen
Co-operation ... working together
Dig it!
Co-operation ... makes it happen
Co-operation ... working together Muppet In Shades:
I saw these crazy dudes
And they went out on the street
They were cleanin' out the empty lot
And makin' it neat
I said, ""Man is this cool
What you tryin' to do?""
They said, ""Makin' a garden
For me and for you.""
They said: All:
Hey man, join us
Come on, let's go
Together we can make a pretty garden grow Girl: I'll dig a hole Guy: And I'll plant a seed Together: And we can add the water
That all growin' things need All:
Co-operation ... makes it happen
Co-operation ... working together
Dig it!
Co-operation ... makes it happen
Co-operation ... working together (Scene changes to the front of a building, with 2 other Muppet guys) Muppet In Shades:
Now we friends were on the corner
Hangin' out, I said, ""Hey,
You can hang around these garbage cans
Some other day!""
They said, ""Man is this cool
What you tryin' to do?""
I said, ""Make a street garden
For me and for you!"" I said, ""Hey cats, join us,
Come on, let's go
We'll all co-operate and make a garden grow
You dig a hole
And I'll plant a seed
And we will add the water
That all growing things need!"" Muppet In Shades, and his 2 friends:
Co-operation ... makes it happen
Co-operation ... working together
Dig it!
Co-operation ... makes it happen
Co-operation ... working together (Back to the garden, where the plants have begun to grow) Muppet In Shades:
Now we watch our garden grow
And we come back every day
And the people in our neighborhood
Come 'round and say 2 Friends:
""Hey man, this is cool!
Tell us what we can do
To keep this pretty garden here
For me and for you!"" Everybody Else:
We all say, ""Hey, join us
Come on, dig the scene
We'll all co-operate
And keep our garden green Girl: You trim the leaves Guy: And you pull the weeds Girl: And I will add the water
That all growing things need! All:
Co-operation ... makes it happen
Co-operation ... working together
Dig it!
Co-operation ... makes it happen
Co-operation ... working together",Sesame Street,Sesame Street Co-operation Makes It Happen lyrics
21,"It's very very cold
It's very very chilly
My teeth are really chattering
And this is really silly!
I'm absolutely freezing
And getting awfully numb
This shivering and shaking
Is getting awfully dumb!
At times I have been warm
And often even hot
But boy I gotta tell you
That now I sure am not!
My skin has got goose pimples
And as you can suppose
My fingers are like icicles
And all my toes are froze!
I've said it once before
I'll say it once again
I know it will be warm someday
But I can't wait 'till then
'Cause I'll be olllllld!
And terribly COLLLLLLLLD! It's very very cold
It's very very chilly
My teeth are really chattering
And this is really silly!
I'm absolutely freezing
And getting awfully numb
This shivering and shaking
Is getting awfully dumb!
At times I have been warm
And often even hot
But boy I gotta tell you
That now I sure am not!
My skin has got goose pimples
And as you can suppose
My fingers are like icicles
And all my toes are froze!
I've said it once before
I'll say it once again
I know it will be warm someday
But I can't wait 'till then
'Cause I'll be olllllld!
And terribly COLLLLLLLLD!",Sesame Street,Sesame Street Cold lyrics
22,"All Turtles: Come follow, follow, follow, follow, follow, follow me.
Whither shall I follow, follow, follow?
Whither shall I follow?
Follow me! To the redwood, to the redwood, to the redwood,
Redwood tree! First turtle: Come follow, follow, follow, follow, follow, follow me. Second turtle: Whither shall I follow, follow, follow?
Whither shall I follow?
Follow me! Third turtle: To the redwood, to the redwood, to the redwood,
Redwood tree",Sesame Street,Sesame Street Come Follow Me lyrics
23,"He's shaggy, he's blue
And he knows how to chew - COOKIE! Can you dig it? You think you can munch,
Brother, you're out to lunch
Compared with - COOKIE! Did someone say ""Lunch?"" You can give him the sun,
You can give him the moon. But me trade them both in
For just one big macaroon!
Let's hear it! COOKIE! Yeah for Cookie! Don't try to outeat him,
There's no way you can beat him
Not COOKIE! Me the Greatest!
Yah, it really a trip
To watch me chew choc'late chip-
You ready? We're ready! Here me go! (gobbling noises) COOKIE! COOKIE! If you offered him treasure,
Will he take it?
Darn tootin', but you know me would
Get a lot more pleasure from Fig Newton!
Again! COOKIE! Yeah! More cookies!
Where cookies?
No more cookies! Whose appetite is completely out-a-sight? COOKIE's! Have mercy! You say you can eat?
The guarantee can't compete
With COOKIE! ME so hungry!
What me do?
Oh, me know!
Me eat this record! (ferocious munching sounds) DELICIOUS!",Sesame Street,Sesame Street Cookie Disco lyrics
24,"Girl: It's my cookie!
Boy: It is not, it's mine!
Girl: No, it's my cookie!
Cookie Monster: Dum-de-dum-dum-dum ... What seem to be problem?
Girl: Well, there's only one cookie here and we both want it.
Boy: Yeah and it's mine!
Girl: It is not! It's my cookie! I saw it first!
Boy: Yeah, but --
Cookie Monster: Hold on, me will decide who get cookie.
Girl: Are you kidding?!?
Boy: Yeah, you're the Cookie Monster! If you decide, we know who will get the cookie!
Girl: We weren't born yesterday, you know!
Cookie Monster: Now hold on, hold on ... Okay, me decided that Smallest Person get cookie!
Girl: Of all the -- the smallest person gets the cookie?
Cookie Monster: Uh-huh.
Girl: (squatting down) Okay I'm the smallest! I'm the smallest!
Boy: Hey, that's not fair! You're scrunching down!
Girl: I'm the smallest!
Boy: You can't do that, I'm smaller than you!
Cookie Monster: (stopping them) Okay, okay. (to Girl) You small, (to Boy) you smaller, but --
(Cookie Monster stands aside and suddenly begins to shrunk to pint-size.)
Girl: How'd he do that?
Boy: I don't know, but he's the smallest!
Cookie Monster: (high-pitched voice) I do anything for cookie!
(Cookie Monster picks up the cookie, now bigger than he is, and marches off.)",Sesame Street,Sesame Street Cookie For The Smallest Person lyrics
25,"Cookie Monster: (Shouting) Wow, look at all these books! Me no seen so many books before!
Librarian: Shhhh!
Cookie Monster: (Whispering) Oh, yeah, yeah, right.
(Cookie walks toward the desk, and stumbles over something. You hear a metal container falling over.)
Cookie Monster: (surprised) Whoop!
Librarian: (Quietly) Quiet, please.
Cookie Monster: (Whispering) I did not see de wastebasket.
(Librarian sort of nods, and goes back to work.)
Cookie Monster: Uh, Sir ... Sir ... (Librarian looks up) Could you tell me what you doing with all these books?
Librarian: Well, this is a library. We have all kinds of books for people to read.
Cookie Monster: Really? Well, me want book about Little Red Riding Hood.
Librarian: All right. (Gets up to go get it.)
Cookie Monster: And one box of cookies. (Starts looking around.)
Librarian: (Stops in his tracks, and looks at Cookie.) (Pleasantly) Maybe you didn't understand. You see, this is a library. We only have books; we have no cookies.
Cookie Monster: Oh, yeah, yeah, right. Well, me want book about nursery rhymes.
Librarian: All right. (starts off to get it.)
Cookie Monster: And one box of cookies.
Librarian: (Sharper than before, yet still pleasant.) We don't have cookies! We only have books. Just books, no cookies.
Cookie Monster: Oh, right. Uh, me want picture book.
Librarian: Picture book. (Starts off.)
Cookie Monster: And one box of cookies.
Librarian: (He's infuriated now, and starts breathing heavily, and yelling.) How many times do I have to tell you WE DON'T HAVE COOKIES?! WE ONLY HAVE BOOKS! YOU UNDERSTAND?! JUST BOOKS!! BOOKS!!!
Cookie Monster: (Calmly) It OK, no need to get excited, me not fussy, just give me box of cookies.
Librarian: NO!!! WE DON'T HAVE COOKIES!
Cookie Monster: (After a pause.) You know what? Me get the feeling you only have books.
Librarian: THAT'S RIGHT, JUST BOOKS!
Cookie Monster: Me got it now. OK, OK. (Clears throat)
Librarian: (Calms down for a second.) Fine. Now tell me, (stresses) what do you want?
Cookie Monster: Me ... want ... BOOK ... about cookies.
Librarian: Fine, that we have, a book about cookies, good! (Starts to get up.)
Cookie Monster: And a glass of milk.
(Ending music of two notes plays, Librarian sighs a couple times, and tips over in his chair. You hear the wastebasket falling.)
Cookie Monster: (Looking over edge of desk) Book about cookies and a glass of juice?",Sesame Street,Sesame Street Cookie Monster Goes To The Library lyrics
26,"When Old MacDougal blow his bugle, me I, me I google!
With a google, google here, and a google, google there
Here a google, there a google, everywhere a google, google
When Old MacDougal blow his bugle, me I, me I google!",Sesame Street,Sesame Street Cookie's Old Macdougal Song lyrics
27,"Pretty day
Sunny sky
Lovely pictures
Dance in your eyes It all seems so right
It all seems so rare Summer soft
Sudden breeze
Watch the wind
Play tag in the trees The world is so bright
So perfectly fair Lovers sing
Children dance
For a minute
We've got a chance Why couldn't we fly
I know we'd get by Sunny sky
Pretty day
Just a push
And we're on the way Yes couldn't we ride
Side by side
Why couldn't we fly
I know we'd get by Sunny sky
Pretty day
Just a push
And we're on the way Yes couldn't we ride
Side by side
Couldn't we ride",Sesame Street,Sesame Street Couldn't We Ride lyrics
28,"You told me you could count
You said there's nothing to it
Well, if you're so good at counting
Let me hear you do it
1...2...3...
Mercy, is that the best you can do?
You've got to count it higher (count it higher)
I'd like to know who told ya you could stop at 3
You've got to count it higher (count it higher)
Baby, if you want to count with me Let me hear you count again now
1...2...3...higher!
4...higher!
5...Agh!
You've got to count if higher (count it higher)
5 just isn't good enough at all you see
You've got to count it higher (count it higher) Baby, if you want to count with me Now, let's just try it one last time
1...2...3...4...5...6...7...8...9...10
You went and counted higher (counted higher)
You really went and counted all the way to 10
You went and counted higer (counted higher)
Now go back to 1 and start to count again
Are you ready?
1...2...3...4...5...6...7...8...9...10
You went and counted higher (counted higher)
You counted counted counted higher
You counted counted counted, huh!
You counted counted counted higher
You really are so good at counting!",Sesame Street,Sesame Street Count It Higher lyrics
29,"The Count: Well your nose is one
Your eyes are two
Put them together
That makes three, it's true
With five fingers on each hand
You're a counting wonderland
How I love to count on you Loretta Lynn : I'm one happy girl
You and I make two
I count the hours
'Till I'm here with you
When you count to number three
I'm in heaven, can't you see
Darlin', you can count on me Count on me
You can always count on me
I'm your number one forever
That's as close as two can be
If you need a friend before you count to three
I'll be there, count on me The Count: Picture it, Loretta! Loretta: I can see us now
Just me and you
In a little castle
That was meant for two The Count: And we'll spend each night and day
Counting bats that fly away
How I love to count on you Loretta: Well we'll count the stars
That come out at night The Count: And every wolf call
'Till the morning's light Loretta: When you take me in your arms
I add up your many charms The Count: You can always count on me Both (?): Count on me
You can always count on me
I'm your number one forever
That's as close as two can be
If you need a friend before you count to three
I'll be there, count on me Count on me
You can always count on me
I'm your number one forever
That's as close as two can be
If you need a friend before you count to three
I'll be there, count on me The Count: Ah, that's my kind of friend!",Sesame Street,Sesame Street Count On Me lyrics
30,"1, 2, 3, 4, 5, 6, 7, 8, 9, a-oo doo-wah
1, 2, 3, 4, 5, 6, 7, 8, 9, a-oo doo-wah
Oh, baby count up to nine for me
Oh, baby count up to nine for me
Oh, baby count up to nine for me today
1, 2, 3, 4, 5, 6, 7, 8, 9
Oh, baby make the world fine for me
Oh, baby make the sun shine for me
Oh, baby count up to nine for me today
1, 2, 3, 4, 5, 6, 7, 8, 9
I know you can count up to seven
1, 2, 3, 4, 5, 6, 7
I know you can count up to eight
1, 2, 3, 4, 5, 6, 7, 8
But you'll count up to nine if you love me
I can hardly wait
Oh, baby count up to nine for me
1, 2, 3- this is divine for me
Oh, baby count up to nine for me today
1, 2, 3, 4, 5, 6, 7, 8, 9
1, 2, 3, 4, 5, 6, 7, 8, 9
Count up to nine today
1, 2, 3, 4, 5, 6, 7, 8, 9, a-oo, doo-wah",Sesame Street,Sesame Street Count Up To Nine lyrics
31,"The Count: Oh, Count von Count's continuous country cookin' downhome diner
If you like home cookin' try it Transylvanian style
At Count von Count's continuous country cookin' downhome diner
Come inside and open wide, it's love at first bite Ernie: Let me see...
I'll have a number four - the one minute egg
And three strips of bacon on the side
Wait a minute...
On second thought, I'll have some cereal instead Cookie Monster: Me settle for cookie sandwich on rye The Count: At Count von Count's continuous country cookin' downhome diner (ha ha)
If you like home cookin' try it Transylvanian style
At Count von Count's continuous country cookin' downhome diner
Come inside and open wide, it's love at first bite Grover: I will try a number five - the business monster's lunch
And a bowl of alphabet soup, A to Z (A to Z) Cookie Monster: Me still want six or seven cookies me can munch Herry Monster: And a blue plate special for blue monsters like me The Count: At Count von Count's continuous country cookin' downhome diner
If you like home cookin' try it Transylvanian style
At Count von Count's continuous country cookin' downhome diner
Come inside and open wide, it's love at first bite Big Bird: I don't know what to have, I eat like a bird
I guess I'll have some bird seed on a bun (on a bun) Bert: Two bowls of oatmeal, for dessert I'm gonna splurge The Count: Anyone for seconds? Me! That's one!
Yes, at Count von Count's continuous country cookin' downhome diner
If you like home cookin' try it Transylvanian style
At Count von Count's continuous country cookin' downhome diner
Come inside and open wide, it's love at first bite Come inside and open wide, it's love at first bite Come and get it!",Sesame Street,Sesame Street Count Von Count's Continuous Country Cookin' Downhome Diner lyrics
32,"Counting is wonderful,
Counting is marvelous,
Counting's the best thing to do. Counting is happiness,
Counting is ecstasy,
I love to count, don't you? You can count when you're happy
1 2 3 4
You can count when you're sad
1 2 3 4 5
Or count when you're frightened
1 2 3 4 5 6
Count when you're mad!
1 2 3 4 5 6 7 8 9
ARCH!! Counting is wonderful,
Counting is marvelous,
Counting's terrific and how! I am pleased to announce you can add up amounts
Put some bounce in your life and start counting now! Counting is wonderful,
Counting is marvelous,
Counting's the best thing to do. Counting is happiness,
Counting is ecstasy,
I love to count, don't you? You can count when you're standing
1 2 3 4
You can count when you're stooped
1 2 3 4 5
Or count when you're sneezing
1 2 3 Achooo!
Count when you're pooped
1 2 3 4 5 6 7 8 9 Yawn... Counting is wonderful,
Counting is marvelous,
Counting's terrific and how! I am pleased to announce you can add up amounts,
By the pound by the ounce,
It's the counting that counts.
Put some bounce in your life and start counting now!",Sesame Street,Sesame Street Counting Is Wonderful lyrics
33,"See a tree grow through the sidewalk
An amazing thing to see
In the city, through the sidewalk
Grows a country kind of tree
And the leaves go green in summer
Make a cool and shady space
For the people who are passing
And the street's a better place There is country in the city
Look around and you will see
Pigeons pecking on the pavement
Squirrel running up a tree
There is country in the city
For you and me
Oooooooo See the flowers in some windows
Marigolds and daffodils
Like a little piece of country
Sitting on a windowsill
Island floating in the traffic
Where the trees and flowers grow
Little forest on the rooftop
City farmers down below There is country in the city
Parts with butterflies and bees
Little lakes with boats for rowing
Playgrounds with trees
There is country in the city
With some buildings in between
Find a country in your city
Keep it growing
And growing
Keep it green",Sesame Street,Sesame Street Country In The City lyrics
34,"We are a couple of grouches
Singing a wonderful song
Some of the notes are just perfect
But some of the notes are all wrong! La la-la la-la-la
La la-la la-la-la
La la-la la-la-la la-la! We are a couple of grouches
Singing a wonderful song
Proud if you say it is rotten
And happy if you sing along! La la-la la-la-la
La la-la la-la-la
La la-la la-la-la la-la!",Sesame Street,Sesame Street Couple Of Grouches lyrics
35,"Voice: In the early days of the West, the peaceful town of Sniddler's Gulch was threatened by one of the meanest desparados of all time, Cowboy X, a man who left his mark everywhere!
(Cowboy X comes riding into town with a branding iron in one hand marked with the letter X.)
Frightened Looking Man: It's Cowboy X!
Cowboy X: Letter X! Letter X! Yipee!!! (he stamps an X)
Voice: Cowboy X left X's everywhere - on the houses, on the streets, in the schoolhouse, X's on the horses, X's on the town hall, even on the good citizens of Sniddler's Gulch themselves!
Cowboy X: (in the distance) X! X! Yipeeee!
(Rides off, leaving a trail of X's)
Voice: The citizens finally decided that Cowboy X had to be stopped.
(Crowd noises)
Man 1: Throw him in jail!
Man 2: Run him out of town!
Little Boy: (crowd dies down) Wait, what if we just ASK Cowboy X to please stop marking up our town with X's?
Man 3: The kid's got an idea!
Man 4: It's so crazy it might work.
Woman: Here comes Cowboy X now.
Cowboy X: X! Woohoo! X! Yiiiiiipee -- X!
(Cowboy X screeches his horse to a halt and stamps an X on the boy's hat.)
Little Boy: Cowboy X, would you please stop marking X's all over our town?
Cowboy X: Why, sure ah'll stop! (laughs)
Town: Aaaaahhhhh!
Cowboy X: From now on, ah'll be known as Cowboy O! (horse neighs) Yiiiipeeeee!!!
(Rides off, leaving O's all over the place.)
Voice: And the citizens of Sniddler's Gulch lived happily ever, because they really weren't very smart!",Sesame Street,Sesame Street Cowboy X lyrics
36,"Male Voiceover: Birds in the sky (an eagle flies)
Beasts on the land (a buffalo walks by)
Fish in the sea (closeup of a fish face)
And bugs in your hand (a hand holding a caterpiller)
It's the Sesame Street Creature Feature (an owl blinks) (This part changes for each animal) Male Voiceover: Today's creature is the pig Female Voiceover: I'm a pink little porker
With a pink little snout
And a pretty little curly
Where my tail comes out
I've got pink little trotters
Four pink little feet
I'm a pretty pinkie piggy
And I'm piggy-wiggy sweet
I'm an oinkle-doinkle piggy
Sniffle-snuffle with my snout
Here's my nose, just like a shovel
Root and rut and rout about
I will scamper if you make me
I will scamper if I must
But I'm a pretty perky piggy
And I'll leave you in the dust
I'm the piggy-wiggy mommy
I'm the biggie-piggy sow
Think it's time to have a mud bath
Show those little piggies how
Buddy, mud is ruddy lovely
Ram my snout into the mud
Splatter flat into the mud bath
Mud is lovely, mud is good
Shove my nose into a bucket
Rimming full of luscious slops
Suck and slurp
And gulp and gobble in that bucket
Slops are tops
And when we're done with playing
In the mud so sweet and deep
The barn's a spot that's warm and dark
That's where we go to sleep
The barn is awful-strawful
Straw makes a lovely bed
I lie right beside my sisters
I sleep on my brother's head
A piglet's life is dreamy
Just as dreamy as it seems
I'm so cozy-rosey-dozy
Now it's time for piglet dreams (yawn)",Sesame Street,Sesame Street Creature Feature lyrics
37,"Sesame Street
Miscellaneous
D - U - C - K - I - E
There's someone that I care for
Gee, the one I need is you
A chum who's always there for me
If skies are grey or blue
Your precious little picture
Is a fixture in this frame
I love to sit and stare at it
And softly spell your name D means you're delightful and delicious and so dear
U says I'm undone by what you do
C is for the cute way that you squeak into my ear
K is for the kick I get from you
I, I'll be there if you're in hot water
E you're extra-special to the end
Put them altogether, they spell DU-UUU-CKIE
Rubber duckie, I'm so lucky you're my friend spoken: So rubber duckie, that's a great picture of you. (squeak, squeak)
Yeah, you like the song? (squeak, squeak) D means you're delightful and delicious and so dear
U says I'm undone by what you do
C is for the cute way that you squeak into my ear
K is for the kick I get from you
I, I'll be there if you're in hot water
E you're extra-special to the end
Put them altogether, they spell DU-UUUUUUU-CKIE
Rubber duckie, I'm so lucky you're my friend",Sesame Street,Sesame Street D - U - C - K - I - E lyrics
